symbol,position_type,entry_time,exit_time,entry_price,exit_price,quantity,pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,entry_reason,oi_signal_count,trade_number
HEROMOTOCO,LONG,2026-01-02T09:55:05.856158,2026-01-02T15:00:46.816063,6014.0,5920.0,8,-752.0,-1.5630196208846026,EOD_EXIT,305,0,NORMAL_3RD_OI_WITH_STRONG_BULLISH,71,1
BHEL,LONG,2026-01-02T10:19:11.332146,2026-01-02T15:00:46.816837,295.0,299.6,169,777.4000000000038,1.5593220338983127,EOD_EXIT,281,1.915254237288128,NORMAL_3RD_OI_WITH_STRONG_BULLISH,47,2
DABUR,LONG,2026-01-02T10:36:30.212792,2026-01-02T15:00:46.817513,514.35,521.75,97,717.7999999999978,1.4387090502576023,EOD_EXIT,264,1.8567123554000105,NORMAL_3RD_OI_WITH_STRONG_BULLISH,112,3
BOSCHLTD,LONG,2026-01-02T10:44:05.273122,2026-01-02T15:00:46.818178,37810.0,39405.0,1,1595.0,4.218460724676012,EOD_EXIT,256,4.258132769108702,NORMAL_3RD_OI_WITH_STRONG_BULLISH,213,4
TORNTPOWER,LONG,2026-01-02T10:53:44.138675,2026-01-02T15:00:46.818863,1376.5,1397.4,36,752.4000000000033,1.5183436251362217,EOD_EXIT,247,2.048674173628772,NORMAL_3RD_OI_WITH_STRONG_BULLISH,176,5
FORTIS,LONG,2026-01-02T11:04:16.715196,2026-01-02T15:00:46.819811,914.25,915.0,54,40.5,0.08203445447087777,EOD_EXIT,236,0.9406617445994008,NORMAL_3RD_OI_WITH_STRONG_BULLISH,118,6
SBIN,LONG,2026-01-02T11:10:20.061077,2026-01-02T15:00:46.820828,992.0,991.9,50,-5.000000000001137,-0.010080645161292614,EOD_EXIT,230,0.05544354838709219,NORMAL_3RD_OI_WITH_STRONG_BULLISH,241,7
SAMMAANCAP,LONG,2026-01-02T11:41:13.360509,2026-01-02T15:00:46.821529,148.49,148.95,336,154.55999999999312,0.3097851707185531,EOD_EXIT,199,1.0169034951848548,NORMAL_3RD_OI_WITH_STRONG_BULLISH,36,8
UNOMINDA,LONG,2026-01-02T11:57:19.518129,2026-01-02T15:00:46.822861,1310.2,1320.2,38,380.0,0.7632422530911311,EOD_EXIT,183,0.8014043657456877,NORMAL_3RD_OI_WITH_STRONG_BULLISH,109,9
